115	306	8	34.97
355	12	7	6.7
841	111	3	11.47
368	146	3	9.21
116	284	5	8.61
12	181	21	7.91
12	119	78	9.6
157	272	3	8.45
122	674	3	14.47
868	124	3	14.82
147	359	3	12.24
316	101	6	6.99
104	400	5	10.58
347	57	4	8.08
154	269	3	7.84
632	101	4	7.85
307	117	4	6.87
102	129	38	12.25
531	57	3	8.4
101	110	85	21.08
515	101	5	9.82
154	129	8	9.53
166	456	5	35.92
432	118	4	10.46
138	128	9	6.8
118	247	6	11.28
101	12	273	28.9
378	103	6	10.77
371	57	4	8.08
85	8	11	7.52
133	237	5	11.01
189	192	3	7.34
219	119	6	9.26
359	147	3	12.24
12	121	66	8.14
731	116	3	12.69
178	233	3	8.68
901	112	3	12.12
139	113	14	7.22
192	101	14	8.8
407	9	3	9.26
9	57	16	10.55
567	116	3	8.44
112	191	8	8.94
161	176	5	10.64
57	307	5	11.31
121	59	23	13.27
281	148	3	7.99
181	224	4	13.58
107	484	4	8.72
183	193	3	6.82
111	286	6	12.53
159	12	30	9.88
191	12	18	8.16
156	138	7	8.14
151	229	4	9.59
102	126	41	7.98
39	45	8	71.64
179	161	4	7.05
214	8	4	7.76
113	367	5	12.52
518	205	3	20.53
162	234	4	11.39
129	85	12	7.88
218	229	3	11.55
107	228	7	7.91
662	107	3	9.97
528	101	4	7.85
182	437	3	14.84
102	166	20	11.65
59	531	3	8.21
101	270	9	9.16
131	720	3	16.63
645	135	4	22.76
59	8	18	13.45
187	292	3	12.38
8	9	57	403.34
360	191	3	14.51
249	108	7	9.06
563	893	3	36.35
130	429	3	8.6
536	109	3	6.92
158	268	3	8.17
567	109	3	6.92
119	176	8	8.5
155	341	8	54.56
229	218	3	11.55
104	177	12	8.92
781	401	3	34.12
12	144	40	17.07
314	657	3	30.26
83	16	6	8.07
188	191	3	7.62
457	105	4	8.84
431	150	3	11.15
12	163	27	12.35
12	103	184	6.8
822	120	3	14.68
104	191	10	8.13
110	59	34	11.86
112	102	64	8.38
173	300	3	11.07
227	147	4	9.25
113	17	3	7.94
253	178	3	9.65
1	9	8	11.86
118	85	17	7.9
106	818	3	9.91
126	116	18	7.27
177	104	12	8.92
191	188	3	7.62
128	108	19	7.49
12	108	136	25.94
139	12	41	7.09
911	129	3	16.35
144	327	3	8.65
656	657	3	40.85
237	133	5	11.01
282	695	3	28.63
164	315	3	10.64
234	104	8	8.59
781	103	3	7.93
110	12	119	15.66
158	227	3	6.7
114	112	30	14.49
723	151	3	19.08
141	83	5	8.55
8	118	15	9.64
262	181	3	9.65
732	314	3	30.26
59	121	23	13.27
16	182	7	10.29
102	203	13	9.71
108	221	9	13.96
593	129	3	11.98
85	103	33	9.52
122	522	3	10.16
122	439	3	8.11
528	110	3	6.99
191	182	3	6.82
365	108	4	7.22
234	212	3	11.15
176	161	5	10.64
57	291	5	9.78
161	108	16	17.66
57	85	19	9.42
188	130	5	7.09
12	251	13	12.49
115	183	8	8.73
295	12	9	8.63
101	632	4	7.85
8	62	3	12.64
217	12	16	15.4
251	12	13	12.49
309	202	8	68.46
104	109	59	24.93
128	275	4	9.03
355	101	6	6.99
161	179	4	7.05
261	108	12	42.81
121	12	66	8.14
401	103	5	13.24
151	723	3	19.08
291	116	5	9.86
102	112	64	8.38
133	143	10	11.59
170	106	12	7.08
412	128	3	8.96
146	113	13	6.78
108	513	5	17.67
116	884	3	12.69
8	148	9	11.17
108	469	4	9.48
102	436	6	12.19
497	108	5	17.67
137	103	24	7.13
152	102	23	8.52
118	158	14	21.09
102	127	33	9.89
16	59	24	18.95
59	347	4	7.85
126	102	41	7.98
191	154	4	8.08
161	275	3	8.34
319	160	6	32.41
163	165	9	29.66
147	227	4	9.25
229	151	4	9.59
499	118	3	6.94
212	104	11	16.8
107	695	3	9.97
104	462	4	7.86
9	214	4	8
264	105	6	7.08
484	107	4	8.72
212	174	4	12.38
275	155	3	7.69
12	109	124	21.65
12	161	32	24.05
57	9	16	10.55
108	287	6	9.24
113	324	5	12.52
16	83	6	8.07
343	116	4	8.14
408	108	4	7.22
105	181	10	6.86
227	149	4	10.73
432	105	6	20.21
182	136	5	6.66
227	158	3	6.7
191	360	3	14.51
218	102	11	8.59
118	132	15	8.95
408	251	3	18.54
613	111	3	7.29
191	112	8	8.94
166	220	3	7.4
324	113	5	12.52
268	141	5	15.46
261	116	5	6.68
155	275	3	7.69
720	127	3	17.13
326	108	5	8.19
181	12	21	7.91
110	214	6	6.79
164	240	3	7.04
264	211	4	19.91
854	120	3	14.68
217	126	6	11.12
275	128	4	9.03
104	234	8	8.59
115	110	30	9.07
105	909	3	10.07
130	160	7	7.39
83	141	5	8.55
103	378	6	10.77
261	161	3	7.8
252	188	3	10.24
109	12	124	21.65
9	12	45	6.74
225	155	4	10.16
201	198	4	13.5
160	132	8	10.94
357	39	3	17.86
130	739	3	16.53
16	21	10	12.77
118	148	11	6.91
115	661	3	12.99
116	731	3	12.69
16	57	19	9.11
109	721	3	11.08
636	105	4	13.44
138	523	3	12.74
108	497	5	17.67
148	14	44	8.89
228	107	7	7.91
103	227	9	8.72
12	116	91	9.68
620	124	3	10.49
302	12	8	7.66
131	361	3	7.57
326	8	3	7.03
104	208	9	8.27
193	183	3	6.82
126	108	29	18.15
138	129	15	22.49
371	59	4	7.85
427	170	3	13.19
123	529	3	10.42
165	226	3	7.22
378	102	7	14.23
117	269	5	7.57
221	108	9	13.96
108	408	4	7.22
127	720	3	17.13
176	135	6	8.51
203	102	13	9.71
12	369	7	6.7
456	166	5	35.92
185	186	3	7.34
279	732	3	29.39
688	444	3	34.12
314	732	3	30.26
121	57	22	12.21
21	16	10	12.77
12	134	53	19.65
12	191	18	8.16
115	101	64	16.71
119	416	4	11.11
368	161	3	11.42
9	59	16	9.85
298	148	3	7.99
103	137	24	7.13
830	107	3	9.97
182	1	5	11.28
423	134	3	8.96
111	362	4	8.31
444	551	3	29.62
114	255	5	7.03
218	228	4	18.91
205	518	3	20.53
272	120	5	11.58
170	104	13	7.49
101	316	6	6.99
286	111	6	12.53
228	9	4	8
105	264	6	7.08
170	427	3	13.19
160	212	4	10.05
102	12	284	64.35
16	269	4	7.18
145	9	8	8.72
103	900	3	7.93
108	128	19	7.49
132	12	48	7.07
118	9	15	10.38
111	613	3	7.29
112	144	14	9.98
144	177	6	12
574	104	3	9.28
119	219	6	9.26
153	277	3	7.54
178	181	4	9.72
435	319	6	64.36
103	101	119	7.13
247	101	9	7.03
12	295	9	8.63
12	102	284	64.35
104	342	6	13.36
884	116	3	12.69
342	104	6	13.36
113	146	13	6.78
102	213	11	8.59
8	85	11	7.52
59	279	5	9.49
12	139	41	7.09
12	188	19	12.29
767	59	3	12.44
261	12	12	11.52
124	130	13	8.86
337	120	6	20.9
181	178	4	9.72
640	102	4	8.11
14	105	180	8.51
119	12	78	9.6
103	9	26	9.25
144	12	40	17.07
217	108	14	38.74
227	171	3	8
208	102	12	8.33
169	198	4	10.1
111	181	11	13.43
286	106	6	9.69
108	159	17	18.88
57	762	3	12.64
124	620	3	10.49
101	103	119	7.13
378	12	7	6.7
694	228	3	26.8
114	102	56	7.3
169	112	10	8.64
105	14	180	8.51
143	126	10	7.67
107	633	4	13.31
116	291	5	9.86
12	172	24	10.08
407	143	3	10.12
287	146	3	6.83
674	122	3	14.47
890	111	3	11.47
488	107	4	8.72
127	133	12	14.49
17	101	4	7.85
109	194	9	9.64
116	247	5	6.68
116	165	12	14.72
905	110	3	11.16
198	201	4	13.5
281	114	5	10.24
207	120	6	9.38
21	161	6	11
112	420	4	9.11
439	122	3	8.11
240	190	3	10.08
469	108	4	9.48
462	104	4	7.86
401	781	3	34.12
656	314	3	30.26
16	430	3	7.49
101	549	4	7.85
114	134	16	10.48
101	385	5	9.82
59	16	24	18.95
103	651	4	10.58
347	9	3	8.13
210	248	3	11.24
138	232	4	7.29
584	117	3	8.44
112	901	3	12.12
101	192	14	8.8
165	149	5	7.98
342	142	3	8.86
159	176	6	14.39
159	121	14	26.72
233	178	3	8.68
83	193	3	7.34
116	261	5	6.68
103	568	3	7.93
57	115	24	7.48
161	12	32	24.05
274	85	4	7.27
21	506	3	13.43
109	228	6	6.66
9	279	5	16.97
9	228	4	8
693	107	3	9.97
120	202	6	8.71
131	147	11	16.12
228	694	3	26.8
117	309	8	34.13
360	127	3	8.03
151	495	3	12.52
487	348	4	37.6
279	147	3	7.86
279	314	3	18.86
102	109	75	9.23
134	496	3	10.43
558	118	3	8.94
288	251	3	14.72
314	147	3	8.65
57	170	9	6.85
317	101	7	8.68
291	57	5	9.78
9	122	14	12.41
495	151	3	12.52
120	215	10	29.51
103	148	23	13.44
121	549	3	10.42
319	435	6	64.36
127	329	3	7.12
123	716	3	14.75
800	120	3	14.68
244	127	4	8.54
366	155	4	17.45
238	163	3	7.4
392	205	3	16.77
138	261	4	8.54
272	153	3	8.14
183	12	20	7.21
235	141	4	8.19
101	229	12	14.08
127	699	3	17.13
300	173	3	11.07
115	713	3	12.99
8	407	3	9.06
141	235	4	8.19
109	653	3	6.92
204	507	3	17.96
8	1	9	14.87
590	112	3	7.9
103	683	3	7.93
148	298	3	7.99
137	12	48	16.11
9	145	8	8.72
247	118	6	11.28
778	117	3	12.69
12	113	103	16.38
104	203	9	7.29
168	136	9	17.86
280	473	3	21.93
147	131	11	16.12
111	624	3	7.29
136	302	3	7.12
136	169	7	10.78
368	12	7	6.7
905	522	3	36.35
109	102	75	9.23
255	114	5	7.03
347	148	5	23.59
221	141	4	7.65
141	207	4	6.69
45	39	8	71.64
138	85	12	10.1
573	101	4	7.85
159	108	17	18.88
279	9	5	16.97
306	115	8	34.97
132	160	8	10.94
200	174	6	22.84
159	116	12	12.06
110	905	3	11.16
108	133	19	7.11
113	155	12	9.39
301	85	4	9.01
134	12	53	19.65
160	319	6	32.41
122	9	14	12.41
154	298	3	9.14
432	142	4	16.67
146	161	6	8.26
215	120	10	29.51
727	563	3	36.35
148	9	9	11.68
57	371	4	8.08
237	171	3	8
144	112	14	9.98
125	170	8	9.57
198	169	4	10.1
291	59	6	14.34
175	231	3	8.67
608	110	4	14.9
155	225	4	10.16
155	113	12	9.39
147	159	6	8.3
104	331	5	8.08
116	159	12	12.06
513	108	5	17.67
373	12	7	6.7
161	21	6	11
57	335	4	6.81
400	104	5	10.58
158	118	14	21.09
893	563	3	36.35
430	16	3	7.49
162	269	3	8.17
108	217	14	38.74
436	102	6	12.19
364	118	4	8.77
102	208	12	8.33
522	122	3	10.16
221	12	14	8.03
118	355	4	8.77
118	558	3	8.94
361	131	3	7.57
101	310	6	6.99
85	138	12	10.1
152	12	32	7.63
170	252	3	7.85
186	179	8	34.39
126	12	63	11.07
385	101	5	9.82
209	192	3	8.95
109	567	3	6.92
12	112	98	8.35
21	218	4	10.16
145	814	3	18.94
106	170	12	7.08
120	371	5	16.54
693	190	3	24.27
14	148	44	8.89
116	434	4	9.81
522	905	3	36.35
213	221	3	11.11
9	103	26	9.25
106	336	5	7.23
136	168	9	17.86
9	347	3	8.13
394	110	4	7.93
657	656	3	40.85
12	127	47	8.95
778	130	3	16.53
780	104	3	9.28
584	162	3	16.12
333	139	3	7.83
277	153	3	7.54
108	261	12	42.81
135	645	4	22.76
159	161	5	7.92
114	505	4	12.52
315	164	3	10.64
332	105	5	7.46
751	121	3	14.75
221	213	3	11.11
190	693	3	24.27
633	107	4	13.31
12	138	48	10.9
12	187	21	20.28
140	105	20	15.6
104	12	159	17.95
128	138	9	6.8
110	582	3	6.99
549	121	3	10.42
240	164	3	7.04
202	120	6	8.71
102	218	11	8.59
236	21	4	10.73
584	109	3	6.92
108	249	7	9.06
588	110	3	6.99
101	515	5	9.82
123	119	17	7.34
472	130	3	10.06
141	163	6	8.44
59	57	115	575.26
713	115	3	12.99
148	411	3	10.88
101	244	9	7.03
216	161	4	10.5
238	116	6	8.38
106	286	6	9.69
188	12	19	12.29
12	126	63	11.07
12	373	7	6.7
167	234	3	7.22
103	85	33	9.52
115	466	3	8.74
105	748	3	10.07
9	326	3	7.22
714	16	3	15.34
172	147	5	7.51
226	12	13	7.2
261	138	4	8.54
533	101	4	7.85
278	389	3	19.69
130	188	5	7.09
851	109	3	11.08
716	123	3	14.75
728	103	3	7.93
225	133	7	19.89
9	8	57	403.34
112	12	98	8.35
108	365	4	7.22
148	118	11	6.91
148	281	3	7.99
218	21	4	10.16
462	105	5	16.82
85	57	19	9.42
62	9	3	12.85
479	105	5	16.82
301	119	5	11.42
227	101	10	6.68
859	103	3	7.93
192	189	3	7.34
125	115	18	8.08
194	109	9	9.64
124	580	3	10.49
206	12	16	6.67
120	152	9	7.55
147	314	3	8.65
355	118	4	8.77
9	85	11	8.05
105	841	3	10.07
120	570	4	19.61
181	105	10	6.86
699	127	3	17.13
843	103	3	7.93
12	152	32	7.63
209	165	4	10.98
103	401	5	13.24
101	132	35	9.65
624	111	3	7.29
272	157	3	8.45
683	401	3	34.12
85	301	4	9.01
190	21	5	12.67
1	182	5	11.28
609	110	3	6.99
227	59	6	7.98
347	8	3	7.94
472	104	4	7.86
262	83	3	10.45
182	191	3	6.82
162	136	8	12.04
110	803	3	11.16
551	444	3	29.62
1	16	8	7.83
132	149	9	13.41
224	181	4	13.58
105	479	5	16.82
120	854	3	14.68
117	579	3	8.44
286	134	5	16.46
179	186	8	34.39
113	154	13	12.54
134	394	3	8.96
59	371	4	7.85
307	57	5	11.31
134	514	5	28.37
12	111	115	18
411	148	3	10.88
851	104	3	9.28
400	102	6	12.19
171	226	4	13.22
143	236	4	8.48
234	167	3	7.22
12	355	7	6.7
109	340	5	10.82
147	279	3	7.86
12	183	20	7.21
340	109	5	10.82
12	226	13	7.2
568	103	3	7.93
171	237	3	8
206	128	5	8.61
104	574	3	9.28
212	241	3	11.15
107	694	3	9.97
570	120	4	19.61
101	562	4	7.85
579	117	3	8.44
8	59	18	13.45
117	584	3	8.44
105	457	4	8.84
170	57	9	6.85
898	112	3	12.12
121	751	3	14.75
236	143	4	8.48
122	463	3	8.11
889	123	3	14.75
282	101	8	7.61
103	837	3	7.93
120	337	6	20.9
14	109	153	8.57
143	128	16	34.42
523	102	4	8.11
103	8	27	9.77
192	402	3	15.72
12	129	52	7.89
163	141	6	8.44
83	262	3	10.45
226	199	3	10.08
21	190	5	12.67
355	102	6	7.34
104	303	6	8.59
497	513	5	62.96
113	222	8	13.87
191	104	10	8.13
108	326	5	8.19
231	175	3	8.67
695	107	3	9.97
85	226	5	8.94
279	8	5	16.63
101	17	4	7.85
241	212	3	11.15
105	140	20	15.6
104	851	3	9.28
134	286	5	16.46
187	12	21	20.28
127	102	33	9.89
127	244	4	8.54
119	301	5	11.42
244	101	9	7.03
104	345	6	13.36
120	272	5	11.58
104	101	115	29.47
466	115	3	8.74
112	590	3	7.9
485	104	4	7.86
121	159	14	26.72
481	343	3	24.57
116	294	4	6.87
163	57	9	6.85
12	221	14	8.03
841	105	3	10.07
121	504	3	8.37
347	103	6	10.77
403	16	3	7.49
477	106	4	8.65
129	138	15	22.49
105	12	158	52.48
85	129	12	7.88
85	274	4	7.27
133	108	19	7.11
159	147	6	8.3
129	593	3	11.98
496	134	3	10.43
101	104	115	29.47
165	116	12	14.72
903	109	3	11.08
113	139	14	7.22
556	119	3	9.43
190	240	3	10.08
110	609	3	6.99
683	103	3	7.93
292	12	9	8.63
8	125	11	6.95
103	754	3	7.93
134	320	4	12.01
113	140	13	7.53
335	139	3	7.83
130	778	3	16.53
245	172	3	8.45
133	179	6	8.6
132	313	3	6.85
345	104	6	13.36
149	132	9	13.41
661	115	3	12.99
401	129	3	9.88
161	216	4	10.5
103	550	3	7.93
103	347	6	10.77
12	301	9	8.63
735	353	3	31.29
178	113	21	70.44
112	169	10	8.64
107	830	3	9.97
104	439	4	7.86
155	387	3	11.91
109	536	3	6.92
717	105	3	10.07
128	216	5	9.77
104	170	13	7.49
128	143	16	34.42
101	640	4	7.85
427	144	3	10.74
113	12	103	16.38
389	278	3	19.69
227	12	14	13.46
205	392	3	16.77
134	114	16	10.48
208	104	9	8.27
562	101	4	7.85
8	214	4	7.76
292	187	3	12.38
320	12	8	7.66
112	898	3	12.12
200	235	4	16.62
105	511	4	8.84
146	368	3	9.21
170	12	29	21.27
119	556	3	9.43
229	101	12	14.08
115	102	55	6.68
12	137	48	16.11
57	59	115	575.26
896	103	3	7.93
353	735	3	31.29
178	253	3	9.65
298	154	3	9.14
192	209	3	8.95
111	890	3	11.47
110	119	28	9.98
9	148	9	11.68
269	154	3	7.84
313	132	3	6.85
12	372	7	6.7
12	170	29	21.27
163	238	3	7.4
102	640	4	8.11
226	171	4	13.22
295	131	4	10.49
123	889	3	14.75
439	104	4	7.86
118	12	83	8.11
183	115	8	8.73
101	247	9	7.03
235	200	4	16.62
159	261	12	85
314	279	3	18.86
108	161	16	17.66
113	138	17	10.51
514	134	5	28.37
59	110	34	11.86
249	128	4	7.64
9	62	3	12.85
174	212	4	12.38
563	727	3	36.35
108	178	13	17.26
108	116	38	16.25
214	110	6	6.79
142	214	4	8.94
306	138	3	7.12
694	107	3	9.97
110	608	4	14.9
367	113	5	12.52
59	227	6	7.98
59	115	24	6.66
303	104	6	8.59
260	163	3	8.34
153	272	3	8.14
387	155	3	11.91
434	116	4	9.81
131	295	4	10.49
269	16	4	7.18
136	16	12	9.87
116	163	9	6.96
12	302	8	7.66
109	584	3	6.92
268	158	3	8.17
12	101	273	28.9
57	16	19	9.11
130	124	13	8.86
172	245	3	8.45
21	205	4	9.14
582	110	3	6.99
136	182	5	6.66
9	118	15	10.38
123	607	4	19.71
119	123	17	7.34
107	662	3	9.97
435	160	6	41.29
607	120	4	19.61
116	567	3	8.44
122	8	14	11.67
103	822	3	7.93
129	12	52	7.89
437	182	3	14.84
148	8	9	11.17
580	124	3	10.49
909	105	3	10.07
170	125	8	9.57
876	105	3	10.07
695	282	3	28.63
720	131	3	16.63
444	688	3	34.12
202	309	8	68.46
12	320	8	7.66
109	175	10	7.94
230	151	4	9.59
287	108	6	9.24
341	155	8	54.56
62	8	3	12.64
101	533	4	7.85
123	102	44	7.98
129	156	7	6.75
105	332	5	7.46
117	307	4	6.87
214	142	4	8.94
205	21	4	9.14
104	731	3	9.28
165	209	4	10.98
371	120	5	16.54
104	780	3	9.28
165	163	9	29.66
101	282	8	7.61
103	859	3	7.93
307	59	6	16.54
318	101	7	8.68
102	400	6	12.19
343	481	3	24.57
187	198	3	7.63
114	281	5	10.24
129	154	8	9.53
294	116	4	6.87
120	167	13	25.75
171	227	3	8
463	122	3	8.11
213	140	4	8.53
167	120	13	25.75
814	145	3	18.94
116	108	38	16.25
12	110	119	15.66
129	911	3	16.35
181	262	3	9.65
309	117	8	34.13
651	103	4	10.58
158	483	3	13.95
143	407	3	10.12
275	161	3	8.34
17	113	3	7.94
109	212	11	22.86
112	114	30	14.49
107	693	3	9.97
106	477	4	8.65
550	103	3	7.93
195	12	17	7.41
175	109	10	7.94
331	104	5	8.08
255	885	3	27.35
247	116	5	6.68
198	187	3	7.63
163	12	27	12.35
12	227	14	13.46
160	435	6	41.29
134	388	4	15.23
109	903	3	11.08
204	154	4	8.89
148	347	5	23.59
270	101	9	9.16
148	103	23	13.44
590	114	3	8.69
8	57	17	11.94
154	191	4	8.08
347	150	3	9.99
102	537	4	8.11
154	294	3	9.95
169	136	7	10.78
111	121	22	7.07
186	132	5	7.05
132	118	15	8.95
134	423	3	8.96
335	57	4	6.81
166	102	20	11.65
126	143	10	7.67
803	110	3	11.16
188	252	3	10.24
16	714	3	15.34
220	166	3	7.4
202	117	9	15.7
749	103	3	7.93
149	165	5	7.98
119	110	28	9.98
115	353	4	8.51
12	378	7	6.7
348	487	4	37.6
109	104	59	24.93
112	274	6	10.58
